synset_id,"synset_word",anto_quality_id,"anto_quality_word"
2353,"अपारगम्य",10799,"पारगम्य"
2356,"प्रतिष्ठित",2339,"अप्रतिष्ठित"
2358,"अग्र",1259,"पश्च"
2360,"उत्तम",2698,"नीच"
2366,"पुरोगामी",1266,"पश्चगामी"
2378,"अगुप्त",2493,"गुप्त"
2379,"रहस्यहीन",2609,"रहस्यपूर्ण"
2409,"उन्नतिशील",766,"अवनतिशील"
2411,"अविश्वसनीय",248,"विश्वसनीय"
2411,"अविश्वस्त",248,"विश्वस्त"
2411,"अविश्वासी",248,"विश्वासी"
2412,"तर्कहीन",3331,"तर्कपूर्ण"
2415,"असघन",1328,"सघन"
2417,"पापी",1329,"पुण्य कर्ता"
2419,"मलिन",1914,"निर्मल"
2419,"अनिर्मल",1914,"निर्मल"
2419,"अविमल",1914,"विमल"
2419,"अपवित्र",1914,"पवित्र"
2419,"अशुद्ध",1914,"शुद्ध"
2419,"अस्वच्छ",1914,"स्वच्छ"
2419,"मैला",1914,"साफ"
2424,"अप्रबल",2663,"प्रबल"
2425,"कुंठित",9031,"तीक्ष्ण"
2434,"अनिच्छित",1348,"इच्छित"
2435,"निश्चिंत",1349,"चिंतित"
2436,"अविचारणीय",1350,"विचारणीय"
2437,"अविचारित",1351,"विचारित"
2438,"उपेक्षित",1352,"अनुपेक्षित"
2439,"निरुद्विग्न",1353,"उद्विग्न"
2444,"लक्ष्यानुगामी",3198,"लक्ष्य विमुख"
1470,"सुलझा",2538,"उलझा"
2450,"उन्नत",1363,"अवनत"
2451,"उपयोगी",2253,"अनुपयोगी"
2452,"कलापूर्ण",2823,"कलाहीन"
2453,"कल्याणकारी",3180,"अकल्याणकारी"
2454,"गुणवत्तायुक्त",1366,"गुणवत्तारहित"
2455,"पसंद का",1367,"नापसंद"
2456,"प्रशंसनीय",1368,"निन्दनीय"
2457,"प्रिय",1369,"अप्रिय"
2458,"महान",2698,"अधम"
2460,"रोचक",1370,"अरोचक"
2475,"प्रविष्ट",3,"अप्रविष्ट"
2481,"अजय",1400,"जेय"
2482,"अजर्जर",1401,"जर्जर"
2484,"अजर",917,"दानव"
2489,"अज्ञात",1414,"ज्ञात"
2490,"अपरिचित",1415,"परिचित"
2492,"अमापित",7648,"मापित"
2493,"गुप्त",2378,"अगुप्त"
2494,"जिज्ञासाजनक",1417,"जिज्ञासाहीन"
2495,"संदिग्ध",1418,"असंदिग्ध"
2500,"विलक्षण",3468,"साधारण"
2503,"अम्लान",1426,"म्लान"
2515,"अवयस्क",2790,"वयस्क"
2515,"नाबालिग़",2790,"बालिग़"
2516,"अविवेकी",1444,"विवेकी"
2516,"नासमझ",1444,"समझदार"
2516,"विवेकहीन",1444,"विवेकवान"
2517,"अशिक्षित",1817,"शिक्षित"
2517,"अनपढ़",1817,"पढ़ा-लिखा"
2517,"निरक्षर",1817,"साक्षर"
2521,"अस्पष्ट",1450,"स्पष्ट"
2538,"उलझा",1470,"सुलझा"
2547,"गंभीर",1478,"सरल"
2547,"कठिन",1478,"आसान"
2550,"प्रारब्धाधीन",1482,"कर्तृत्व अधीन"
2560,"अभंजनशील",1511,"भंजनशील"
2560,"अभंजनीय",1511,"भंजनीय"
2562,"क्रमिक",2040,"अक्रमिक"
2562,"क्रमबद्ध",2040,"क्रमहीन"
2594,"चेतनायुक्त",2441,"चेतनाहीन"
2595,"जाग्रत",847,"निद्रित"
2596,"सावधान",2440,"असावधान"
2600,"तर्कातीत",1560,"तर्कगम्य"
2603,"महाकाय",2658,"लघुकाय"
2607,"अतिक्रमित",1568,"अनतिक्रमित"
2608,"दुर्बोध्य",2305,"बोध्य"
2609,"रहस्यपूर्ण",2379,"रहस्यहीन"
2618,"अपव्ययी",1573,"मितव्ययी"
2618,"फिजूलखर्ची",1573,"किफायती"
2618,"फ़िज़ूलख़र्ची",1573,"किफ़ायती"
2624,"अतीत",1589,"भविष्य काल"
2628,"अतीत",1595,"असाधु"
2629,"विलंबकारी",1596,"अविलंकारी"
2633,"अतृप्त",2416,"तृप्त"
2633,"असंतुष्ट",2416,"संतुष्ट"
2641,"निर्दय",2303,"दयालु"
2642,"हिंसक",1606,"अहिंसक"
2643,"असत्यापित",364,"सत्यापित"
2643,"अप्रमाणित",364,"प्रमाणित"
2651,"करमुक्त",1173,"करयुक्त"
2658,"लघुकाय",2603,"महाकाय"
2663,"प्रबल",2424,"अप्रबल"
2674,"न्याय विषयक",1650,"अन्याय विषयक"
2677,"अनियत",2549,"नियत"
2677,"अनिश्चित",2549,"निश्चित"
2677,"अनियमित",2549,"नियमित"
2679,"अदूरदर्शी",1656,"दूरदर्शी"
2679,"अल्पदर्शी",1656,"दीर्घदर्शी"
2680,"अदृश्यमान",2798,"दृश्यमान"
2680,"अदृश्य",2798,"दृश्य"
2680,"अदृष्टिगोचर",2798,"दृष्टिगोचर"
2681,"अनवलोकित",1657,"अवलोकित"
2681,"अदृष्ट",1657,"दृष्टिगत"
2682,"अस्तगत",3556,"उदित"
2682,"अस्त",3556,"उदित"
2682,"डूबा",3556,"उगा"
2685,"अदेय",1326,"देय"
2685,"अदाय",1326,"दाय"
2698,"अधम",2360,"उत्तम"
2699,"अधम",2407,"महापुरूष"
2700,"कामुक",2251,"कामहीन"
2700,"कामी",2251,"कामहीन"
2701,"दुर्जन",1672,"सज्जन"
2703,"लज्जाहीन",1674,"लज्जावान"
2703,"बेशरम",1674,"शरमीला"
2718,"धर्महीन",3422,"धर्मशील"
2718,"अधार्मिक",3422,"धार्मिक"
2721,"सुलभ",4005,"दुर्लभ"
2721,"सुप्राप्य",4005,"दुष्प्राप्य"
2721,"सहज प्राप्य",4005,"अप्राप्य"
2739,"अधिकारी",1718,"अपदस्ताधिकारी"
2740,"अधिकारी",1719,"अप्रधान व्यक्ति"
2741,"अधिकारी",2861,"अयोग्य"
2744,"सुपात्र",1725,"कुपात्र"
2745,"अधिकारी",16235,"अनधिकारी"
2748,"स्थिरचित्त",1729,"अस्थिरचित्त"
2748,"शांत",1729,"अशांत"
2748,"स्थिर",1729,"अस्थिर"
2748,"प्रशांत",1729,"अशांत"
2748,"अचंचल",1729,"चंचल"
2774,"उत्तरदायी",1763,"अनुत्तरदायी"
2780,"कायर",5542,"वीर"
2782,"धैर्यहीन",2421,"धैर्यशील"
2786,"अपुष्पित",1773,"पुष्पित"
2788,"असमाप्त",1775,"समाप्त"
2788,"अधूरा",1775,"पूरा"
2788,"अनिष्पादित",1775,"निष्पादित"
2788,"असंपादित",1775,"संपादित"
2788,"अपूर्ण",1775,"पूर्ण"
2816,"अकथित",1801,"कथित"
2816,"अव्यक्त",1801,"व्यक्त"
2821,"अनगढ",1805,"गढा"
2822,"अपरिष्कृत",1806,"परिष्कृत"
2822,"अमार्जित",1806,"परिमार्जित"
2822,"असंस्कृत",1806,"संस्कृत"
2823,"कलाहीन",2452,"कलापूर्ण"
2823,"अकलात्मक",2452,"कलात्मक"
2825,"अनमित",1809,"नमित"
2826,"अन्धिकार",1810,"अधिकारपूर्ण"
2827,"अन्धिकार",1811,"अइकारतः"
2828,"अन्धिकार",1813,"पाट्रता"
2829,"अनधिकारी",1814,"पाट्र"
2833,"अनपढ",1817,"साक्षर"
2835,"अनपेक्ष",1819,"अपक्षी"
2836,"असंबंधित",1820,"संबंधित"
2837,"तटस्थ",1822,"पक्षधर"
2839,"अविद्ध",21938,"विद्ध"
2844,"अनिच्छुक",1828,"इच्छुक"
2844,"अनभिलाषी",1828,"अभिलाषी"
2846,"उदास",2949,"प्रसन्न"
2850,"बहुमूल्य",1835,"अल्पमूल्य"
2852,"अनम्य",1837,"नम्य"
2852,"अनम्य",1837,"नमनीय"
2852,"दृढ़",1837,"लचीला"
2853,"अभिमानी",834,"निरभिमानी"
2853,"अभिमानी",834,"अनभिमानी"
2853,"दर्पी",834,"दर्पहीन"
2853,"गर्वी",834,"गर्वहीन"
2853,"दंभी",834,"अदंभी"
2853,"अहंकारी",834,"निरहंकारी"
2856,"रसहीन",1840,"रसपूर्ण"
2856,"नीरस",1840,"सरस"
2856,"बेरस",1840,"सरस"
2858,"अप्रासंगिक",2473,"प्रासंगिक"
2859,"विचारहीन",1844,"विचारपूर्ण"
2861,"अनर्ह",2741,"योग्य"
2862,"सुडौल",2499,"कुडौल"
2866,"अश्रुत",1848,"श्रुत"
2866,"अनसुना",1848,"सुना"
2872,"अनहोनी",1854,"संभवता"
179,"अशोधित",3801,"शोधित"
3002,"सुखद",3028,"दुखद"
3002,"सुखदायी",3028,"दुखदायी"
3002,"सुखप्रद",3028,"दुखप्रद"
3026,"सुंदर",3711,"कुरूप"
3026,"सुंदर",3711,"असुंदर"
3026,"ख़ूबसूरत",3711,"बदसूरत"
3013,"अभ्यस्त",2989,"अनभ्यस्त"
29,"प्रवीण",22,"अप्रवीण"
2974,"पैशाचिक",3166,"देवीय"
3167,"अमिट",935,"मिटनेवाला"
1989,"निराकार",2002,"साकार"
1989,"अमूर्त",2002,"मूर्तिमान्"
2975,"आयामहीन",1997,"आयामयुक्त"
2976,"निश्शुल्क",3169,"सशुल्क"
2849,"सामंजस्यहीन",1834,"सामंजस्यपूर्ण"
3255,"क्षमताहीन",3256,"क्षमतावान"
3255,"अक्षम",3256,"सक्षम"
3255,"अशक्त",3256,"सशक्त"
3056,"याचक",3341,"दानी"
3064,"नवीन",1661,"प्राचीन"
3064,"नया",1661,"पुराना"
3064,"नूतन",1661,"पुरातन"
3072,"अमिश्रित",3078,"मिश्रित"
3072,"अमिश्र",3078,"मिश्र"
3076,"विभाजित",2328,"अविभाजित"
3076,"विभक्त",2328,"अविभक्त"
3077,"विलग्न",3349,"संलग्न"
3077,"असंयुक्त",7759,"संयुक्त"
3077,"असंलग्न",3349,"संलग्न"
3088,"ईश्वर कृत",3379,"मानव कृत"
3090,"विशिष्ट",3468,"अविशिष्ट"
3090,"विशिष्ट",3468,"सामान्य"
3095,"अल्पभाषी",1824,"अतिभाषी"
3102,"सरल",4056,"कुटिल"
2319,"शाश्वत",935,"अशाश्वत"
3172,"अविरक्त",3471,"विरक्त"
3174,"अनुच्चारित",3175,"उच्चारित"
3179,"खोटा",1918,"खरा"
3180,"अकल्याणकारी",2453,"कल्याणकारी"
3186,"अश्लील",1523,"श्लील"
3186,"गंदा",1523,"बढ़िया"
2414,"असंभव",1327,"संभव"
3193,"असमाधान्य",3510,"समाधान्य"
3202,"असमकक्ष",3513,"समकक्ष"
3203,"असमभार",3514,"समभार"
3204,"असमाकार",3515,"समाकार"
3205,"असमान अंशीय",3516,"समान अंशीय"
3207,"उच्च कुलीन",3206,"निम्न कुलीन"
3207,"उच्च वंशीय",3206,"निम्न वंशीय"
1918,"खरा",3179,"खोटा"
3210,"वास्तविक",249,"अवास्तविक"
3210,"यथार्थ",249,"अयथार्थ"
3210,"सच्चा",249,"झूठा"
3211,"सहोदर",8373,"सौतेला"
3214,"असाध्य",3522,"साध्य"
3217,"ऋणी",1648,"ऋणदाता"
3216,"बंधक कर्ता",3523,"बंधक ग्राही"
3219,"विस्तीर्ण",3094,"संकीर्ण"
3266,"अनादत्त",2926,"आदत्त"
3269,"अस्वीकृत",2007,"स्वीकृत"
2079,"अंतिम",934,"आरम्भिक"
166,"वैयक्तिक",3469,"सामूहिक"
3422,"धार्मिक",2718,"अधार्मिक"
3422,"धर्मशील",2718,"धर्महीन"
3422,"धर्मी",2718,"अधर्मी"
2923,"संगत",2039,"असंगत"
3465,"गौरवहीन",3661,"गौरवपूर्ण"
3468,"सामान्य",3662,"असामान्य"
3468,"साधारण",3662,"असाधारण"
3468,"मामूली",3662,"ग़ैरमामूली"
2,"अशुभ",11763,"शुभ"
26445,"ग़ैरसरकारी",7817,"सरकारी"
26445,"अशासकीय",7817,"शासकीय"
3543,"आदरणीय",16609,"अनादरणीय"
3543,"सम्माननीय",16609,"असम्माननीय"
3543,"माननीय",16609,"अमाननीय"
3545,"आर्य जातीय",28638,"अनार्य जातीय"
3572,"छिद्रान्वेषक",16501,"अछिद्रान्वेषक"
3572,"छिद्रान्वेषी",16501,"अछिद्रान्वेषी"
3573,"निंदक",3571,"प्रशंसक"
1092,"आवश्यक",3683,"अनावश्यक"
1092,"ज़रूरी",3683,"ग़ैरज़रूरी"
3595,"महत्वपूर्ण",3684,"महत्वहीन"
3611,"परावलंबी",3687,"स्वावलंबी"
3687,"स्वावलंबी",3611,"परावलंबी"
2249,"अनासक्त",113,"आसक्त"
2924,"सत्कर्मी",1364,"दुष्कर्मी"
2461,"सद्गुणी",3709,"दुर्गुणी"
3703,"सद्व्यवहारी",3710,"दुर्व्यवहारी"
3710,"दुर्व्यवहारी",3703,"सद्व्यवहारी"
3709,"दुर्गुणी",2461,"सद्गुणी"
1914,"निर्मल",2419,"मलिन"
1914,"निर्मल",2419,"अनिर्मल"
1914,"विमल",2419,"अविमल"
1914,"पवित्र",2419,"अपवित्र"
1914,"शुद्ध",2419,"अशुद्ध"
1914,"स्वच्छ",2419,"अस्वच्छ"
1914,"साफ",2419,"मैला"
3714,"उज्जवल",2419,"मलिन"
3705,"स्वादिष्ट",1490,"अस्वादिष्ट"
3705,"ज़ायक़ेदार",1490,"बेज़ायक़ा"
3716,"फीका",7523,"मीठा"
3716,"फीका",6351,"खारा"
3716,"फीका",5109,"तीखा"
3717,"रोगप्रद",3706,"स्वास्थ्यप्रद"
3707,"स्वाभाविक",1164,"अस्वाभाविक"
3718,"अहितकारी",3707,"हितकारी"
2442,"निर्जीव",1354,"सजीव"
2442,"अजीवित",1354,"जीवित"
2440,"असावधान",2596,"सावधान"
2441,"चेतनाहीन",2594,"चेतनायुक्त"
3719,"स्फूर्तिप्रद",2233,"स्फूर्तिहीन"
3078,"सम्मिश्रित",3072,"अमिश्रित"
3078,"मिश्र",3072,"अमिश्र"
3078,"मिश्रित",3072,"अमिश्रित"
3079,"सदृश्य",5645,"असदृश्य"
3079,"समान",5645,"असमान"
2328,"अविभक्त",3076,"विभक्त"
3360,"अवैयक्तिक",166,"वैयक्तिक"
1366,"गुणवत्तारहित",2454,"गुणवत्तायुक्त"
1370,"अरोचक",2460,"रोचक"
1368,"निंदनीय",2456,"प्रशंसनीय"
1369,"अप्रिय",2457,"प्रिय"
1369,"अप्रीतिकर",2457,"प्रीतिकर"
1354,"जीवित",2442,"अजीवित"
1957,"खंड",406,"अखंड"
406,"अखंड",1957,"खंड"
338,"नियमानुकूल",4872,"नियम प्रतिकूल"
1007,"नैतिकतापूर्ण",729,"नैतिकताहीन"
3331,"तर्कपूर्ण",2412,"तर्कहीन"
337,"आचरणीय",5364,"अनाचरणीय"
28,"अप्रचलित",5204,"प्रचलित"
1,"अजन्मा",8,"जन्मा"
1,"अजात",8,"जात"
1,"अनुत्पन्न",8,"उत्पन्न"
8,"जन्मा",1,"अजन्मा"
3,"अप्रविष्ट",2475,"प्रविष्ट"
30,"योग्य",23,"अयोग्य"
31,"सभ्य",2272,"असभ्य"
34,"समझदार",763,"नासमझ"
39,"सनाथ",35,"अनाथ"
41,"ससहाय",36,"असहाय"
43,"साधन संपन्न",38,"साधनहीन"
60,"अव्यवस्थित",1004,"व्यवस्थित"
114,"निष्ठावान",1049,"निष्ठाहीन"
145,"अनुदित",164,"मौलिक"
145,"अनुदित",164,"स्वकृत"
145,"अनुदित",164,"स्वरचित"
140,"अनुकृत",164,"अननुकृत"
140,"अमौलिक",164,"मौलिक"
144,"भिन्नरूपी",122,"प्रतिरूपी"
199,"विपक्षीय",169,"स्वपक्षीय"
192,"सजातीय",1122,"विजातीय"
192,"सजाति",1122,"विजाति"
195,"तेरा",163,"मेरा"
209,"पूज्य",16371,"अपूज्य"
247,"सत्यवादी",520,"असत्यवादी"
247,"सच्चा",520,"झूठा"
248,"विश्वसनीय",2411,"अविश्वसनीय"
248,"विश्वस्त",2411,"अविश्वस्त"
248,"विश्वासी",2411,"अविश्वासी"
249,"काल्पनिक",3210,"अकाल्पनिक"
249,"कल्पित",3210,"अकल्पित"
249,"अवास्तविक",3210,"वास्तविक"
249,"अयथार्थ",3210,"यथार्थ"
249,"झूठा",3210,"सच्चा"
265,"असमतल",5117,"समतल"
323,"उपकारी",325,"अपकारी"
325,"अपकारी",323,"उपकारी"
325,"अपकर्ता",323,"उपकर्ता"
325,"अपकर्त्ता",323,"उपकर्त्ता"
325,"अपकारक",323,"उपकारक"
325,"अपकार कर्ता",323,"उपकार कर्ता"
325,"अपकार कर्त्ता",323,"उपकार कर्त्ता"
325,"अनुपकारी",323,"उपकारी"
493,"ईश्वरीय",518,"मानवीय"
502,"सर्वांग",1990,"विकलांग"
518,"मानवीय",493,"ईश्वरीय"
518,"मानवीय",10679,"अमानवीय"
520,"झूठा",247,"सच्चा"
520,"असत्यवादी",247,"सत्यवादी"
520,"असत्यभाषी",247,"सत्यभाषी"
522,"अप्राप्त",3849,"प्राप्त"
529,"स्वार्थहीन",530,"स्वार्थी"
530,"स्वार्थी",3809,"स्वार्थहीन"
530,"स्वार्थी",3809,"निःस्वार्थी"
550,"अस्वीकृत",2005,"स्वीकृत"
550,"नामंज़ूर",2005,"मंज़ूर"
550,"सहमतिहीन",2005,"सहमति प्राप्त"
550,"सहमति अप्राप्त",2005,"सहमति प्राप्त"
579,"अनुकूल",3636,"प्रतिकूल"
579,"अविरुद्ध",3636,"विरुद्ध"
579,"माफ़िक",3636,"खिलाफ"
645,"पुष्पित",646,"अपुष्पित"
645,"पुष्पयुक्त",646,"पुष्पहीन"
646,"पुष्पहीन",645,"पुष्पयुक्त"
646,"अपुष्पित",645,"पुष्पित"
646,"पुष्परहित",645,"पुष्पयुक्त"
656,"अत्याहारी",657,"अल्पाहारी"
656,"अत्याहारी",657,"स्वल्पाहारी"
657,"अल्पाहारी",656,"अत्याहारी"
668,"भक्षक",845,"रक्षक"
668,"भक्षक",845,"रक्षा कर्ता"
665,"समय पालक",1514,"समय अपालक"
699,"असमाधानित",700,"समाधानित"
700,"समाधानित",699,"असमाधानित"
717,"शत्रुतापूर्ण",3760,"मित्रतापूर्ण"
716,"शत्रुपूर्ण",2214,"शत्रुहीन"
729,"अनैतिक",1007,"नैतिक"
729,"नैतिकताहीन",1007,"नैतिकतापूर्ण"
729,"अनीतिपूर्ण",1007,"नीतिपूर्ण"
729,"अनुचित",1007,"उचित"
729,"ग़लत",1007,"सही"
763,"नासमझ",34,"समझदार"
766,"अवनतिशील",2409,"उन्नतिशील"
765,"अवनतिकारी",790,"उन्नतिकारी"
790,"उन्नतिकारी",765,"अवनतिकारी"
788,"असत्य",12118,"सत्य"
789,"तथ्यहीन",797,"तथ्यपूर्ण"
797,"तथ्यपूर्ण",789,"तथ्यहीन"
832,"गर्वीला",834,"गर्वहीन"
832,"गर्वी",834,"गर्वहीन"
834,"निरभिमानी",2853,"अभिमानी"
834,"अनभिमानी",2853,"अभिमानी"
834,"गर्वहीन",2853,"गर्वीला"
834,"दर्पहीन",2853,"दर्पी"
834,"अदंभी",2853,"दंभी"
834,"निरहंकारी",2853,"अहंकारी"
834,"अहंकारहीन",2853,"अहंकारी"
834,"दंभहीन",2853,"दंभी"
834,"निरहंकर",2853,"अहंकारी"
835,"समृद्धिप्रद",836,"असमृद्धिप्रद"
835,"ऐश्वर्यप्रद",836,"अनैश्वर्यप्रद"
836,"असमृद्धिप्रद",835,"समृद्धिप्रद"
836,"अनैश्वर्यप्रद",835,"ऐश्वर्यप्रद"
867,"बाह्य",2098,"आंतरिक"
866,"कृतघ्न",1161,"कृतज्ञ"
866,"अहसानफ़रामोश",1161,"एहसानमंद"
866,"अकृतज्ञ",1161,"कृतज्ञ"
869,"दूरस्थ",2100,"निकटस्थ"
870,"इहलौकिक",871,"पारलौकिक"
870,"सांसारिक",871,"परलौकिक"
870,"लौकिक",871,"अलौकिक"
872,"अपारिवारिक",2101,"पारिवारिक"
872,"अपरिवारीय",2101,"परिवारीय"
874,"अंतर्देशीय",2104,"अंतरराष्ट्रीय"
874,"अंतर्देशीय",873,"अंतरप्रदेशीय"
892,"समक्ष",2112,"असमक्ष"
893,"अनावृत्त",2113,"आवृत्त"
898,"अनिषिद्ध",899,"निषिद्ध"
899,"निषिद्ध",898,"अनिषिद्ध"
899,"वर्जित",898,"अवर्जित"
919,"विचलित",918,"अविचलित"
918,"अविचलित",919,"विचलित"
936,"समाप्य",2137,"असमाप्य"
937,"सीमांकित",939,"असीमांकित"
938,"ससीम",2138,"असीम"
939,"असीमांकित",937,"सीमांकित"
940,"निवासी",941,"अनिवासी"
959,"आनुवंशिक",960,"अनानुवंशिक"
960,"अनानुवंशिक",959,"आनुवंशिक"
970,"उत्तेजक",969,"प्रशामक"
969,"प्रशामक",970,"उत्तेजक"
983,"दृष्टियुक्त",2160,"दृष्टिहीन"
981,"अप्राकृतिक",1132,"प्राकृतिक"
1039,"अस्वाभिमानी",4700,"स्वाभिमानी"
1049,"निष्ठाहीन",114,"निष्ठावान"
1087,"अवरोधपूर्ण",2212,"अवरोधहीन"
1088,"कंटकयुक्त",2213,"कंटकहीन"
1095,"कथनीय",2219,"अकथनीय"
1095,"कथ्य",2219,"अकथ्य"
1095,"वाच्य",2219,"अवाच्य"
1095,"वक्तव्य",2219,"अवक्तव्य"
1096,"वर्णनीय",2220,"अवर्णनीय"
1105,"कर्ता",2227,"अकर्ता"
1107,"अनथका",1126,"थका"
1108,"प्रयासशील",30560,"अप्रयासशील"
1108,"प्रयत्नशील",30560,"अप्रयत्नशील"
1108,"प्रयासी",30560,"अप्रयासी"
1108,"प्रयत्नी",30560,"अप्रयत्नी"
1108,"प्रयत्नवान",30560,"अप्रयत्नवान"
1108,"उद्यमी",30560,"अउद्यमी"
1108,"उद्यमशील",30560,"अउद्यमशील"
1108,"उद्योगी",30560,"अउद्योगी"
1109,"अपराधशील",2932,"अपराधहीन"
1110,"प्रारब्धवादी",4146,"कर्तृत्ववादी"
1112,"कपोल कल्पित",3210,"यथार्थ"
1113,"अपरिपूर्ण",2235,"परिपूर्ण"
1115,"प्रत्याशित",2237,"अप्रत्याशित"
1115,"प्रत्याशित",2237,"प्रत्याशातीत"
1115,"आशानुकूल",2237,"आशातीत"
1126,"थका",1107,"अनथका"
1128,"इच्छापूर्ण",2250,"इच्छाहीन"
1130,"लाभप्रद",1133,"हानिप्रद"
1130,"लाभप्रद",2255,"लाभहीन"
1132,"प्राकृतिक",981,"अप्राकृतिक"
1133,"हानिप्रद",1130,"लाभप्रद"
