"word",synset_id,"pos"
"ઇદ્દત",33852,"NOUN"
"ઇનામદાર",33854,"NOUN"
"બળી",33855,"NOUN"
"ઇન્નર",33855,"NOUN"
"ઇલ્વલા",33856,"NOUN"
"ઇલ્વકા",33856,"NOUN"
"ઇબ્રાની",33857,"NOUN"
"યહૂદી",33857,"NOUN"
"ઇબ્રાહીમ",33859,"NOUN"
"હસ્તિમસ્તક",33860,"NOUN"
"ઇભકુંભ",33860,"NOUN"
"ઇમારતી_લાકડું",33863,"NOUN"
"ટિમ્બર",33863,"NOUN"
"ગણપૂરકસંખ્યા",33864,"NOUN"
"ગણપૂરક_સંખ્યા",33864,"NOUN"
"કોરમ",33864,"NOUN"
"ઇયત્તા",33864,"NOUN"
"ઇરંમદ",33865,"NOUN"
"પ્રેષણ",33867,"NOUN"
"મોકલવું",33867,"NOUN"
"રવાનગી",33867,"NOUN"
"ઇરસાલ",33867,"NOUN"
"ઇરસાલ",33868,"NOUN"
"ઇરા",33869,"NOUN"
"ઇરાકી",33870,"NOUN"
"ઇરાકી_ભાષા",33870,"NOUN"
"ઇરાવાન",33871,"NOUN"
"ઇરાવાન",33872,"NOUN"
"ઇરાવાન",33873,"NOUN"
"ઐરાવત",33874,"NOUN"
"ભદ્રમદા",33875,"NOUN"
"ઇરાવતી",33876,"NOUN"
"ઇરાવદી",33876,"NOUN"
"કર્દમ",33877,"NOUN"
"ઇલ",33877,"NOUN"
"રાજા_કર્દમ",33877,"NOUN"
"રાજા_ઇલ",33877,"NOUN"
"વાહ્લીક",33878,"NOUN"
"વાહ્લીક_દેશ",33878,"NOUN"
"બલ્ખ",33878,"NOUN"
"વાહ્લીક",33879,"NOUN"
"વાહ્લીક_ઘોડા",33879,"NOUN"
"વાહ્લીક",33880,"NOUN"
"ઇલવિલા",33881,"NOUN"
"ઇલવિલા",33882,"NOUN"
"બુદ્ધિમાની",33883,"NOUN"
"બુદ્ધિમાન_સ્ત્રી",33883,"NOUN"
"ઇલા",33883,"NOUN"
"ઇલા",33884,"NOUN"
"પુરુરવા",33885,"NOUN"
"પુરુરવા",33887,"NOUN"
"વિશ્વદેવ",33888,"NOUN"
"પુરુરવા",33888,"NOUN"
"ઇલાયચા",33889,"NOUN"
"ઇલાયચી_દાણા",33890,"NOUN"
"ઇલાયચી-દાણા",33890,"NOUN"
"ઇલાયચીદાણા",33890,"NOUN"
"ઇલાવૃત",33891,"NOUN"
"ઇલાવૃત્ત",33891,"NOUN"
"ઇલાહીગજ",33892,"NOUN"
"ઇલાહી-ગજ",33892,"NOUN"
"ઇલાહી_ગજ",33892,"NOUN"
"ઇલાહી_સન",33893,"NOUN"
"ઇલાહીરાત",33894,"NOUN"
"ઇલાહી-રાત",33894,"NOUN"
"ઇલાહી_રાત",33894,"NOUN"
"જાગરણ",33895,"NOUN"
"જાગરણ",33896,"NOUN"
"જાગરણ",33897,"NOUN"
"ઇલ્મ-શાહી",33898,"NOUN"
"ઇલ્મ_શાહી",33898,"NOUN"
"પવનપરીક્ષા",33899,"NOUN"
"પવન-પરીક્ષા",33899,"NOUN"
"પવન_પરીક્ષા",33899,"NOUN"
"પવનબાણ",33900,"NOUN"
"પવન-બાણ",33900,"NOUN"
"પવન_બાણ",33900,"NOUN"
"પવનાસ્ત્ર",33900,"NOUN"
"ઇલ્લા",33901,"NOUN"
"સાંકેતિક_કથન",33903,"NOUN"
"ઇશારો",33903,"NOUN"
"સૂક્ષ્મ_આધાર",33904,"NOUN"
"ઇષિકા",33905,"NOUN"
"ઇષીકા",33905,"NOUN"
"ઇશીકા",33905,"NOUN"
"ઇશ્કપેચાં",33906,"NOUN"
"આશિક_ઉલશજાં",33906,"NOUN"
"ઇશ્કપેચાં",33907,"NOUN"
"આશિક_ઉલશજાં",33907,"NOUN"
"ઇશ્તિઆલક",33910,"NOUN"
"જાહેરાતી",33913,"NOUN"
"ઇષ્ટતા",33914,"NOUN"
"સ્પંજ",33915,"NOUN"
"વાદળી",33915,"NOUN"
"સ્પંજ",33916,"NOUN"
"વાદળી",33916,"NOUN"
"સ્પેશ્યલ",33917,"NOUN"
"સ્પેશ્યલ_ટ્રેન",33917,"NOUN"
"ઇસ્માઇલી",33918,"NOUN"
"ઇસ્માઇલી",33919,"NOUN"
"ઇસ્તિંજા",33920,"NOUN"
"કપ્પી",33921,"NOUN"
"લિપસ્ટિક",33923,"NOUN"
"ઈહામૃગ",33924,"NOUN"
"ઇહામૃગ",33924,"NOUN"
"આકારણી",33925,"NOUN"
"ઈંટકારી",33926,"NOUN"
"હસ્તરેખાશાસ્ત્રી",33927,"NOUN"
"સામુદ્રિક_શાસ્ત્રી",33927,"NOUN"
"ઈક્ષણિક",33927,"NOUN"
"ઈખરાજ",33929,"NOUN"
"ઈતિ",33931,"NOUN"
"ઈથર",33932,"NOUN"
"ઈદી",33933,"NOUN"
"ઈમન",33934,"NOUN"
"યમન",33934,"NOUN"
"ઈર્ષ્યક",33936,"NOUN"
"ઈલ",33937,"NOUN"
"ઈશા",33938,"NOUN"
"ઐશ્વર્યમયી_સ્ત્રી",33938,"NOUN"
"ઈશાન",33939,"NOUN"
"ઈશ્વરપ્રણિધાન",33941,"NOUN"
"ઈશ્વર-પ્રણિધાન",33941,"NOUN"
"ઈશ્વર_પ્રણિધાન",33941,"NOUN"
"ઊંજણ",33943,"NOUN"
"ઊંજવું",33943,"NOUN"
"ઉજારી",33944,"NOUN"
"ઉંદરકની",33946,"NOUN"
"કંથાર",33946,"NOUN"
"મુચુકુંદ",33947,"NOUN"
"મુચુકુંદ_વૃક્ષ",33947,"NOUN"
"મુચુકુન્દ_વૃક્ષ",33947,"NOUN"
"મુચુકુંદ",33948,"NOUN"
"મુચુકુન્દ",33948,"NOUN"
"ઉકચન",33948,"NOUN"
"ચડવણીકાર",33951,"NOUN"
"કુટ્ટા",33954,"NOUN"
"ઉકલૈદાસ",33955,"NOUN"
"ઉક્થ",33958,"NOUN"
"ઉખર",33963,"NOUN"
"હરપુજી",33963,"NOUN"
"હર-પુજી",33963,"NOUN"
"ઊખચૂસાઈ",33965,"NOUN"
"ઉખાડ",33966,"NOUN"
"ઉખાલિયા",33968,"NOUN"
"ઉખેડનાર",33969,"NOUN"
"ઉખ્ય",33970,"NOUN"
"સ્વધા",33973,"NOUN"
"ઉછેરણી",33976,"NOUN"
"ઉછેરણી",33977,"NOUN"
"ઉગાર",33978,"NOUN"
"ઉગ્ગાહા",33980,"NOUN"
"ઉગ્ર",33981,"NOUN"
"ઉગ્ર",33982,"NOUN"
"ઉગ્ર",33983,"NOUN"
"ઉગ્ર",33984,"NOUN"
"ઉગ્રહ",33985,"NOUN"
"ઉગ્રતા",33986,"NOUN"
"ઉઘટ",33989,"NOUN"
"ઉઘટવું",33989,"NOUN"
"ગળફો",33991,"NOUN"
"થૂંક",33991,"NOUN"
"કફ",33991,"NOUN"
"કૂચો",33992,"NOUN"
"સારહીન_વસ્તુ",33993,"NOUN"
"સારહીન_પદાર્થ",33993,"NOUN"
"કૂચો",33993,"NOUN"
"કૂચો",33994,"NOUN"
"ખાતું",33996,"NOUN"
"નગરહાર",33998,"NOUN"
"ઉચ્ચારણ",34003,"NOUN"
"ઉચ્ચાર",34003,"NOUN"
"ઉચાપત",34006,"NOUN"
"બબડાટ",34007,"NOUN"
"બડબડવું",34007,"NOUN"
"ઉચ્ચય",34009,"NOUN"
"ઉચ્ચાટન",34010,"NOUN"
"દરીમુખ",34014,"NOUN"
"દરોગહલફી",34015,"NOUN"
"દરોગ-હલફી",34015,"NOUN"
"દરોગ_હલફી",34015,"NOUN"
"દરોગહલફી",34016,"NOUN"
"દરોગ-હલફી",34016,"NOUN"
"દરોગ_હલફી",34016,"NOUN"
"ઉચ્છાદન",34017,"NOUN"
"ઉચ્છૂ",34019,"NOUN"
"બાજુ",34021,"NOUN"
"બાજુ",34023,"NOUN"
"બાજુ",34024,"NOUN"
"બાજૂ",34024,"NOUN"
"ઉચ્છેદવાદ",34025,"NOUN"
"ઉચ્છેદ-વાદ",34025,"NOUN"
"ઉચ્છેદ_વાદ",34025,"NOUN"
"શાશ્વતવાદ",34026,"NOUN"
"શાશ્વત-વાદ",34026,"NOUN"
"શાશ્વત_વાદ",34026,"NOUN"
"ઉચ્છેદવાદી",34027,"NOUN"
"શાશ્વતવાદી",34028,"NOUN"
"ઉછળ-કૂદ",34033,"NOUN"
"ઉછળકૂદ",34033,"NOUN"
"ધર્મચક્ર",34035,"NOUN"
"ધર્મ-ચક્ર",34035,"NOUN"
"ધર્મ_ચક્ર",34035,"NOUN"
"ધર્મ-ચક્ર",34036,"NOUN"
"ધર્મ_ચક્ર",34036,"NOUN"
"ઘટ્ટપણું",34038,"NOUN"
"ઘટ્ટતા",34038,"NOUN"
"ઘટ્ટત્વ",34038,"NOUN"
"ક્વથનાંક",34039,"NOUN"
"ઉત્કલનબિંદુ",34039,"NOUN"
"ક્વથન-અંક",34039,"NOUN"
"ઉકાળવું",34040,"NOUN"
"ઉબાલવું",34040,"NOUN"
"ક્વથન",34042,"NOUN"
"ઉછાળ",34043,"NOUN"
"ઉજક",34045,"NOUN"
"ઉઝબક",34046,"NOUN"
"ઉજબખ",34046,"NOUN"
"ઉજરત",34047,"NOUN"
"દીપક",34053,"NOUN"
"ચિરાગ",34053,"NOUN"
"અજવાળું",34053,"NOUN"
"પ્રકાશ",34053,"NOUN"
"ઉજૂબા",34054,"NOUN"
"ઉજ્વલા",34056,"NOUN"
"ઉજ્જ્વલા",34056,"NOUN"
"ઉટંગણ",34062,"NOUN"
"ઉટંગન",34062,"NOUN"
"ઊંટડો",34063,"NOUN"
"ઉડતક",34065,"NOUN"
"ઉઠાવણી",34066,"NOUN"
"ઉઠાવનાર",34067,"NOUN"
"ઉઠાન",34069,"NOUN"
"આંગણ",34069,"NOUN"
"ઉઠાવણી",34072,"NOUN"
"ખેડ",34073,"NOUN"
"ઉડંત",34076,"NOUN"
"તંતુવાદ્ય",34077,"NOUN"
"હવાઇ_જહાજ",34078,"NOUN"
"તોપગોળો",34079,"NOUN"
"તોપ_ગોળો",34079,"NOUN"
"તોપ-ગોળો",34079,"NOUN"
"હાથગોળો",34080,"NOUN"
"હાથબોંબ",34080,"NOUN"
"હાથ-ગોળો",34080,"NOUN"
"ઉડનફળ",34081,"NOUN"
"ઉડન-ફળ",34081,"NOUN"
"ઉડન_ફળ",34081,"NOUN"
"ઉડપ",34082,"NOUN"
"ઉડુપ",34082,"NOUN"
"ઉડુપ",34083,"NOUN"
"અડદ",34084,"NOUN"
"ઉડા",34086,"NOUN"
"ઉડ્ડયન",34087,"NOUN"
"ઉડાન",34087,"NOUN"
"ઉડાન",34088,"NOUN"
"દંડબેઠક",34093,"NOUN"
"દંડ_બેઠક",34093,"NOUN"
"દંડ-બેઠક",34093,"NOUN"
"ઠોકર",34095,"NOUN"
"ઠોકર",34096,"NOUN"
"ઠોકર",34097,"NOUN"
"ઠોકર",34098,"NOUN"
"ઠોકર",34099,"NOUN"
"ઠોકર",34100,"NOUN"
"ઉઢરી",34102,"NOUN"
"ઉતંક",34103,"NOUN"
"ઉતંક_ઋષિ",34103,"NOUN"
"છેલકડી",34104,"NOUN"
"ઉતન્ના",34104,"NOUN"
"આર્કિડ",34115,"NOUN"
"આર્કિડ",34116,"NOUN"
"સંયોજક",34117,"NOUN"
"મણિકર્ણ",34118,"NOUN"
"પરાસ",34119,"NOUN"
"પરાસ",34120,"NOUN"
"પરિણામ_ક્ષેત્ર",34120,"NOUN"
"પરાસ",34121,"NOUN"
"લલના",34122,"NOUN"
"લલનાવૃત્ત",34122,"NOUN"
"પશ્ચજળ",34127,"NOUN"
"વિકેશ",34128,"NOUN"
"વિકેશ_ઋષિ",34128,"NOUN"
"વિક્રાંત",34129,"NOUN"
"વિષુવૃત્ત",34132,"NOUN"
"વિષુવવૃત્ત",34132,"NOUN"
"પેકેજ",34133,"NOUN"
"પૅકેજ",34133,"NOUN"
"સંકુલ",34134,"NOUN"
"કૉમ્પ્લેક્ષ",34134,"NOUN"
"વેબસાઇટ",34136,"NOUN"
"વેબ_સાઇટ",34136,"NOUN"
"ઇંટરનેટ_સાઇટ",34136,"NOUN"
"સાઇટ",34136,"NOUN"
"ચારબાગ",34139,"NOUN"
"વારિગૃહ",34140,"NOUN"
"વોટર_વર્ક્સ",34140,"NOUN"
"વારિગૃહ_વિભાગ",34141,"NOUN"
"વોટર_વર્ક્સ_વિભાગ",34141,"NOUN"
"વાસ્તુશાસ્ત્રી",34142,"NOUN"
"બોધિસત્ત્વ",34146,"NOUN"
"એલિફન્ટા",34150,"NOUN"
"એલિફન્ટા_દ્વીપ",34150,"NOUN"
"ઘારાપુરી",34150,"NOUN"
"ઘારાપુરી_દ્વીપ",34150,"NOUN"
"વાયુસેવા",34152,"NOUN"
"વાયુ_સેવા",34152,"NOUN"
"હવાઈ_સેવા",34152,"NOUN"
"વિમાન_સેવા",34152,"NOUN"
"વાયુયાન_સેવા",34152,"NOUN"
"ગટર",34158,"NOUN"
"સપ્તાહંત",34159,"NOUN"
"સપ્તાહ_અંત",34159,"NOUN"
"પ્રશિક્ષક",34160,"NOUN"
"ટ્રેનર",34160,"NOUN"
"સ્વાસ્થ્ય_કેન્દ્ર",34161,"NOUN"
"સ્વાસ્થ્ય_કેંદ્ર",34161,"NOUN"
"સ્પા",34161,"NOUN"
"લેઝર",34163,"NOUN"
"લાઇટ_એમ્પ્લિપિકેશન_બાય_સ્ટિમ્યુલેટિડ_ઇમિશન_ઑફ_રેડિએશન",34163,"NOUN"
"લેઝર",34164,"NOUN"
"લેઝર",34165,"NOUN"
"પાક-શૈલી",34166,"NOUN"
"પાકશૈલી",34166,"NOUN"
"પાક_શૈલી",34166,"NOUN"
"સંવાદિતા",34167,"NOUN"
"સંવાદિત્વ",34167,"NOUN"
"દૌર",34170,"NOUN"
"દૌર",34171,"NOUN"
"દૌર",34172,"NOUN"
"સંકેંદ્રણ",34173,"NOUN"
"ચતુ",34177,"NOUN"
"ઑબિલિસ્ક",34177,"NOUN"
"ગાબા",34179,"NOUN"
"નમદો",34180,"NOUN"
"ભાંગડા",34182,"NOUN"
"રોમી",34185,"NOUN"
"રોમવાસી",34185,"NOUN"
"રોમન",34185,"NOUN"
"જામ",34186,"NOUN"
"જમાવર",34188,"NOUN"
"કની",34189,"NOUN"
"દુપટ્ટો",34190,"NOUN"
"ઉપવસ્ત્ર",34190,"NOUN"
"ઉપરણો",34190,"NOUN"
"ખેસ",34190,"NOUN"
"ફિરન",34191,"NOUN"
"કુલ્ચા",34194,"NOUN"
"મૂંડા",34195,"NOUN"
"સરકારી_કર્મચારી",34202,"NOUN"
"સરકારી_નોકર",34202,"NOUN"
"જનસેવક",34202,"NOUN"
"કમાવું",34204,"NOUN"
"ચર્મ_શોધન",34204,"NOUN"
"ચર્મ-શોધન",34204,"NOUN"
"ચર્મશોધન",34204,"NOUN"
"ટેનિન",34205,"NOUN"
"ટેનિક_એસિડ",34205,"NOUN"
"સાગોળ",34210,"NOUN"
"સુરખી",34211,"NOUN"
"સુરખી",34212,"NOUN"
"સુર્ખી",34212,"NOUN"
"સમીકરણ",34213,"NOUN"
"સમીકરણ",34214,"NOUN"
"નોઆ",34218,"NOUN"
"ચંદરવો",34219,"NOUN"
"દાટો",34220,"NOUN"
"જાયજ_પુત્ર",34221,"NOUN"
"વૈદ્ય_પુત્ર",34221,"NOUN"
"ઔરસ",34221,"NOUN"
"લગ્ન-દણ્ડ",34222,"NOUN"
"માંચડો",34226,"NOUN"
"માંચડો",34227,"NOUN"
"આક્રામક્તા",34228,"NOUN"
"નોનચા",34230,"NOUN"
"નોનચા",34231,"NOUN"
"બૌછાડ",34232,"NOUN"
"ઝડી",34232,"NOUN"
"કટાક્ષ",34233,"NOUN"
"વ્યંગ્ય",34233,"NOUN"
"બૌછાડ",34233,"NOUN"
"સૂબેદાર",34234,"NOUN"
"સૂબેદારી",34235,"NOUN"
"સૂબેદારણ",34236,"NOUN"
"સૂબેદારણ",34237,"NOUN"
"ભૂવાનો_કામધંધો",34238,"NOUN"
"માલગુજારી",34240,"NOUN"
"માલગુઝારી",34240,"NOUN"
"ગોરખધંધો",34241,"NOUN"
"ગોરખ-ધંધો",34241,"NOUN"
"પાખ",34244,"NOUN"
"ફાટ",34245,"NOUN"
"ચીરો",34245,"NOUN"
"પાઠીન",34246,"NOUN"
"પાઠી",34246,"NOUN"
"પાઠિ",34246,"NOUN"
"સખતળી",34247,"NOUN"
"સુખતળી",34247,"NOUN"
"પાતાળી",34248,"NOUN"
"ચોંટાડવું",34250,"NOUN"
"લગાવવું",34250,"NOUN"
"ચોંટાડવું",34251,"NOUN"
"લગાવવું",34251,"NOUN"
"અપરાધ",34252,"NOUN"
"ગુનો",34252,"NOUN"
"ચહેડી",34255,"NOUN"
"વાત",34256,"NOUN"
"ઉદ્દીપન",34260,"NOUN"
"પંચકોણ",34264,"NOUN"
"પંચ-કોણ",34264,"NOUN"
"બંધન_મુક્ત",34265,"NOUN"
"બંધન_મુક્તિ",34265,"NOUN"
"છુટકારો",34265,"NOUN"
"મુક્ત",34266,"NOUN"
"બંધનમુક્તિ",34266,"NOUN"
"બંધન-મુક્તિ",34266,"NOUN"
"વિમોચન",34266,"NOUN"
"પરત",34268,"NOUN"
"ઘસારો",34269,"NOUN"
"ચપાટી",34271,"NOUN"
"ચપાટી",34272,"NOUN"
"રામધુન",34273,"NOUN"
"રામ-ધુન",34273,"NOUN"
"ઈસ્ટઇંડીજ",34274,"NOUN"
"ઈસ્ટ_ઇંડીજ",34274,"NOUN"
"મલય_દ્વીપ-સમૂહ",34274,"NOUN"
"રાષ્ટ્રમંડળ",34275,"NOUN"
"અનુશાસનહીનતા",34277,"NOUN"
"સર્વસંમતિ",34278,"NOUN"
"સર્વ_સંમતિ",34278,"NOUN"
"મતૈક્ય",34278,"NOUN"
"મહાલક્ષ્મી",34280,"NOUN"
"રંગભેદ",34281,"NOUN"
"રંગ-ભેદ",34281,"NOUN"
"અર્ધાંગ_પક્ષાઘાત",34282,"NOUN"
"અર્ધાંગઘાત",34282,"NOUN"
"અર્ધાંગ-પક્ષાઘાત",34282,"NOUN"
"અર્ધાંગ-ઘાત",34282,"NOUN"
"અપૂર્ણ_પક્ષાઘાત",34283,"NOUN"
"આંશિકઘાત",34283,"NOUN"
"મૃદુઘાત",34283,"NOUN"
"યુતક",34289,"NOUN"
"પ્રકંપન",34291,"NOUN"
"પ્રકમ્પન",34291,"NOUN"
"સારંગ",34292,"NOUN"
"સારંગ_છંદ",34292,"NOUN"
"મેનાવળી",34292,"NOUN"
"મેનિકા",34292,"NOUN"
"સારંગરૂપ",34292,"NOUN"
"મૈણાઉલ",34292,"NOUN"
"મદનાકુલ",34292,"NOUN"
"સારંગા",34292,"NOUN"
"કામ_છંદ",34292,"NOUN"
"સારંગ",34293,"NOUN"
"વૈશ્વિકીકરણ",34296,"NOUN"
"અંતરિક્ષયાન",34301,"NOUN"
"અંતરિક્ષ_યાન",34301,"NOUN"
"સ્પેસક્રાફ્ટ",34301,"NOUN"
"રાષ્ટ્રગાન",34302,"NOUN"
"રાષ્ટ્રીયગાન",34302,"NOUN"
"રાષ્ટ્રગીત",34302,"NOUN"
"રાષ્ટ્રીયગીત",34302,"NOUN"
"મારસા",34305,"NOUN"
"મારસા_રાગ",34305,"NOUN"
"વકીલાત",34306,"NOUN"
"ખાઉધરાપણું",34307,"NOUN"
"પંજાબણ",34308,"NOUN"
"મરાઠણ",34309,"NOUN"
"પંગુ;_લંગડું",34312,"NOUN"
"અપંગ",34312,"NOUN"
"અસૂર્યંપશ્યા",34314,"NOUN"
"પાંચ_ગોટિયા",34315,"NOUN"
"ચોળી",34317,"NOUN"
"ચોળાફળી",34317,"NOUN"
"મૌની_અમાવસ્યા",34320,"NOUN"
"ઈવ",34321,"NOUN"
"ઈવા",34321,"NOUN"
"એડમ",34322,"NOUN"
"આદમ",34322,"NOUN"
"બિસાતી",34323,"NOUN"
"પરચૂરણ_સામાન",34324,"NOUN"
"પરચૂરણની_દુકાન",34325,"NOUN"
"પાથરણું",34326,"NOUN"
"રંજક",34327,"NOUN"
"રજક",34327,"NOUN"
"પલીતો",34328,"NOUN"
"હિમમાનવ",34331,"NOUN"
"યતિ",34331,"NOUN"
"મોહર",34332,"NOUN"
"મુહર",34332,"NOUN"
"લૂગદી",34334,"NOUN"
"લૂગદી",34335,"NOUN"
"વેઈટ_લિફટીંગ",34337,"NOUN"
"પવનચક્કી",34341,"NOUN"
"પવનચક્કી",34342,"NOUN"
"જળસ્તર",34343,"NOUN"
"ફિલ્મકાર",34344,"NOUN"
"ચલચિત્રકાર",34344,"NOUN"
"હૂંડી",34345,"NOUN"
"ડ્રાફ્ટ",34346,"NOUN"
"હૂંડી",34346,"NOUN"
"વિભૂતિ",34347,"NOUN"
"સજાવટકાર",34348,"NOUN"
"સજાવટકર્તા",34348,"NOUN"
"નકશીગર",34349,"NOUN"
"પ્રતીકવિજ્ઞ",34350,"NOUN"
"અકાર્ડિયન",34351,"NOUN"
"કંપિકા",34352,"NOUN"
"કંપક",34353,"NOUN"
"વાઇબ્રેટર",34353,"NOUN"
"બાસૂન",34354,"NOUN"
"અધિરથ",34355,"NOUN"
"રાધા",34356,"NOUN"
"દોપ્યાજા",34358,"NOUN"
"જાતિવાચક_સંજ્ઞા",34359,"NOUN"
"ઘડિયાલ",34360,"NOUN"
"કામશાસ્ત્ર",34361,"NOUN"
"કામ-શાસ્ત્ર",34361,"NOUN"
"કોકશાસ્ત્ર",34362,"NOUN"
"કોક-શાસ્ત્ર",34362,"NOUN"
"કામસૂત્ર",34363,"NOUN"
"કામ-સૂત્ર",34363,"NOUN"
"આચાર્ય_કોકદેવ",34364,"NOUN"
"કોકદેવ",34364,"NOUN"
"કોક",34364,"NOUN"
"વાત્સ્યાયન",34365,"NOUN"
"વાત્સાયન",34365,"NOUN"
"તાડી",34366,"NOUN"
"કાવડિયો",34367,"NOUN"
"વીરગતિ",34370,"NOUN"
"ઠૂંઠ",34375,"NOUN"
