synset_id,"synset_word",anto_state_id,"anto_state_word"
1829,"अनुभवपूर्णता",2845,"अनुभवहीनता"
1818,"अपराधपूर्णता",2834,"अपराधहीनता"
1852,"दर्पिता",2870,"दर्पहीनता"
2259,"दुर्लभता",1135,"सुलभता"
784,"चेतनता",2447,"जड़ता"
3113,"अस्पष्टता",71,"स्पष्टता"
3389,"मानव",29058,"मानव"
3389,"मनुष्य",29058,"मनुष्य"
3389,"मानुष",29058,"अमानुष"
2872,"असंभवता",2835,"संभवता"
2872,"असंभावना",2835,"संभावना"
2943,"अनावश्यकता",2939,"आवश्यकता"
2965,"भयपूर्णता",2956,"भयहीनता"
2969,"संपन्नता",2967,"अभावग्रस्तता"
2835,"संभावना",2872,"असंभावना"
2835,"संभवता",2872,"असंभवता"
3659,"कृतघ्नता",3459,"कृतज्ञता"
3659,"अहसान फ़रामोशी",3459,"एहसानमंदी"
3659,"अकृतज्ञता",3459,"कृतज्ञता"
3659,"नाशुक्रगुजारी",3459,"शुक्रगुजारी"
3695,"सहजता",3657,"कठिनता"
3764,"अविवाहित",3854,"विवाहित"
3764,"अविवाहित पुरुष",3854,"विवाहित पुरुष"
3865,"दुखमय अवस्था",8489,"सुखमय अवस्था"
3865,"दुखावस्था",8489,"सुखावस्था"
4024,"शुष्कता",6371,"सिक्तता"
4024,"अनार्द्रता",6371,"आर्द्रता"
4024,"सूखापन",6371,"गीलापन"
4103,"अपर्याप्तता",4105,"पर्याप्तता"
4105,"पर्याप्तता",4103,"अपर्याप्तता"
5581,"सुंदरता",13874,"कुरूपता"
5581,"खूबसूरती",13874,"बदसूरती"
5872,"शुभ शकुन",181,"अशुभ शकुन"
5872,"शुभ शगुन",181,"अशुभ शगुन"
6028,"शक्तिशालीता",9285,"शक्तिहीनता"
6028,"शक्तिशालीता",9285,"दुर्बलता"
6028,"बलशालिता",9285,"बलहीनता"
6028,"बलिष्ठता",9285,"अबलिष्ठता"
6594,"पक्की रसोई",8613,"कच्ची रसोई"
6594,"पक्की-रसोई",8613,"कच्ची-रसोई"
7334,"विधवा",8375,"सधवा"
7334,"राँड़",8375,"सुहागन"
7334,"दुहागिन",8375,"सुहागिन"
6745,"अनुपस्थिति",3853,"उपस्थिति"
7081,"बचपन",7305,"बुढ़ापा"
7081,"बाल्यावस्था",7305,"वृद्धावस्था"
8205,"सद्भावना",13861,"दुर्भावना"
8489,"सुखमय अवस्था",3865,"दुखमय अवस्था"
8489,"सुखावस्था",3865,"दुखावस्था"
8661,"कुविचार",12018,"सुचिवार"
8774,"असावधानी",10905,"सावधानी"
10217,"साक्षरता",9281,"निरक्षरता"
10905,"सावधानी",8774,"असावधानी"
10935,"कोमलता",4023,"कठोरता"
10935,"मुलायमियत",4023,"सख़्ती"
10935,"मृदुलता",4023,"कठोरता"
12002,"वियोग",31826,"अवियोग"
11164,"अपनापन",19900,"परायापन"
11219,"रिक्तता",10140,"पूर्णता"
11781,"सामंजस्यता",79,"असामंजस्यता"
11793,"आस्तिकता",12557,"नास्तिकता"
11793,"आस्तिक्य",12557,"नास्तिक्य"
11793,"आस्तिकत्व",12557,"नास्तिकत्व"
11793,"आस्तिकपन",12557,"नास्तिकपन"
12557,"नास्तिकता",11793,"आस्तिकता"
12557,"नास्तिक्य",11793,"आस्तिक्य"
12557,"नास्तिकत्व",11793,"आस्तिकत्व"
12557,"नास्तिकपन",11793,"आस्तिकपन"
3718,"अविवाहिता",12878,"विवाहिता"
3718,"अविवाहित महिला",12878,"विवाहित महिला"
3854,"विवाहित",3764,"अविवाहित"
3854,"विवाहित पुरुष",3764,"अविवाहित पुरुष"
6828,"शीतलता",2393,"उष्णता"
6828,"ठंडक",2393,"गर्मी"
6828,"ठंडापन",2393,"गरमाहट"
7444,"भूल",12145,"याद"
7444,"विस्मरण",12145,"स्मरण"
8444,"तुच्छता",2464,"श्रेष्ठता"
8444,"हीनता",2464,"महानता"
9947,"लघुता",2464,"गुरुता"
9947,"लघुता",2464,"महानता"
9947,"छोटापन",2464,"बड़प्पन"
9947,"लघुत्व",2464,"गुरुत्व"
9947,"छोटाई",2464,"बड़ाई"
5416,"उद्धार",17477,"अनुद्धार"
4786,"अपवित्रता",20166,"पवित्रता"
9281,"निरक्षरता",10217,"साक्षरता"
12834,"विलम्बता",1460,"शीघ्रता"
12932,"आन्तरिक शारीरिक भाग",503,"बाह्य शारीरिक भाग"
12932,"आंतरिक शारीरिक भाग",503,"बाह्य शारीरिक भाग"
3821,"प्रयत्न",30379,"अप्रयत्न"
3821,"प्रयास",30379,"अप्रयास"
3821,"यत्न",30379,"अयत्न"
13081,"अपारदर्शिता",13082,"पारदर्शिता"
13082,"पारदर्शिता",13081,"अपारदर्शिता"
13861,"दुर्भावना",8205,"सद्भावना"
13874,"कुरूपता",5581,"सुंदरता"
13874,"बदसूरती",5581,"खूबसूरती"
12665,"मंदी",12667,"तेजी"
12667,"तेजी",12665,"मंदी"
10955,"गहरापन",32307,"उथलापन"
10955,"गहरापन",32307,"छिछलापन"
12451,"मृत्युदर",12452,"जन्मदर"
12451,"मृत्यु-दर",12452,"जन्म-दर"
12452,"जन्मदर",12451,"मृत्युदर"
12452,"जन्म-दर",12451,"मृत्यु-दर"
8432,"असफलता",7908,"सफलता"
8432,"नाकामयाबी",7908,"कामयाबी"
8432,"विफलता",7908,"सफलता"
8171,"मानवता",29059,"अमानवता"
8171,"मानवीयता",29059,"अमानवीयता"
8171,"मनुष्यता",29059,"अमनुष्यता"
8171,"मानुषिकता",29059,"अमानुषिकता"
6506,"निर्णय",16794,"अनिर्णय"
6506,"निश्चय",16794,"अनिश्चय"
15515,"असुरक्षा",4172,"सुरक्षा"
15515,"ग़ैरहिफ़ाज़त",4172,"हिफ़ाज़त"
15515,"गैरहिफाजत",4172,"हिफाजत"
15996,"अनग्नता",68,"नग्नता"
15996,"अनंगापन",68,"नंगापन"
16280,"अपरिचय",11188,"परिचय"
16280,"अनपरिचय",11188,"परिचय"
16612,"नित्यता",16763,"अनित्यता"
16612,"नितता",16763,"अनितता"
16612,"नित्यत्व",16763,"अनित्यत्व"
16612,"स्थायित्व",16763,"अस्थायित्व"
16612,"अनश्वरता",16763,"नश्वरता"
16635,"स्वस्थता",16643,"अस्वस्थता"
16635,"आरोग्यता",16643,"अनारोग्यता"
16643,"अस्वस्थता",16635,"स्वस्थता"
16643,"अनारोग्यता",16635,"आरोग्यता"
16763,"अनित्यता",16612,"नित्यता"
16763,"अनितता",16612,"नितता"
16763,"अनित्यत्व",16612,"नित्यत्व"
16763,"अस्थायित्व",16612,"स्थायित्व"
16763,"नश्वरता",16612,"अनश्वरता"
16770,"अनिद्रा",6463,"निद्रा"
6463,"निद्रा",16770,"अनिद्रा"
16794,"अनिश्चय",6506,"निश्चय"
16794,"अनिर्णय",6506,"निर्णय"
17443,"अनुत्पत्ति",3597,"उत्पत्ति"
17477,"अनुद्धार",12938,"उद्धार"
7908,"सफलता",8432,"असफलता"
7908,"सफलता",8432,"विफलता"
7908,"कामयाबी",8432,"नाकामयाबी"
18909,"श्वास",18910,"निश्वास"
18910,"निश्वास",18909,"श्वास"
19272,"दुष्परिणाम",19273,"सुपरिणाम"
19273,"सुपरिणाम",19272,"दुष्परिणाम"
19748,"निर्व्यसन",2855,"व्यसन"
19767,"दिनौंधी",1425,"रतौंधी"
19900,"परायापन",11164,"अपनापन"
20166,"पवित्रता",21724,"अपवित्रता"
20166,"पावनता",21724,"अपावनता"
20166,"शुद्धता",21724,"अशुद्धता"
21343,"महँगाई",21344,"सस्ताई"
21343,"महँगी",21344,"सस्ती"
21343,"महँगापन",21344,"सस्तापन"
21344,"सस्ताई",21343,"महँगाई"
21344,"सस्ती",21343,"महँगी"
21344,"सस्तापन",21343,"महँगापन"
22349,"परिचित",22350,"अपरिचित"
22350,"अपरिचित",22349,"परिचित"
23165,"अभक्ति",117,"भक्ति"
23166,"अमरता",16763,"नश्वरता"
8187,"सत्यता",31223,"असत्यता"
8187,"सचाई",31223,"मिथ्यापन"
8187,"सच्चापन",31223,"अयथार्थता"
8187,"हकीकत",31223,"अवास्तविकता"
24299,"सुरीलापन",24315,"बेसुरापन"
24315,"बेसुरापन",24299,"सुरीलापन"
24899,"निष्क्रियता",24898,"सक्रियता"
24899,"निष्क्रियता",24898,"क्रियाशीलता"
24899,"असक्रियता",24898,"सक्रियता"
24898,"सक्रियता",24899,"निष्क्रियता"
24898,"सक्रियता",24899,"असक्रियता"
24898,"क्रियाशीलता",24899,"निष्क्रियता"
4538,"आशावाद",25569,"निराशावाद"
25569,"निराशावाद",4538,"आशावाद"
25574,"आशावादी",25575,"निराशावादी"
25575,"निराशावादी",25574,"आशावादी"
28498,"ठोस आहार",28500,"तरल आहार"
28498,"ठोस खाद्य",28500,"तरल खाद्य"
28498,"ठोसाहार",28500,"तरलाहार"
28498,"ठोस भोज्य पदार्थ",28500,"तरल भोज्य पदार्थ"
28500,"तरल आहार",28498,"ठोस आहार"
28500,"तरल खाद्य",28498,"ठोस खाद्य"
28500,"तरलाहार",28498,"ठोसाहार"
28500,"तरल भोज्य पदार्थ",28498,"ठोस भोज्य पदार्थ"
29058,"अमानुष",3389,"मानुष"
29058,"अमनुष्य",3389,"अमनुष्य"
29058,"अमानव",3389,"अमानव"
29059,"अमानवता",8171,"मानवता"
29059,"अमानवीयता",8171,"मानवीयता"
29059,"अमनुष्यता",8171,"मनुष्यता"
29059,"अमानुषिकता",8171,"मानुषिकता"
30379,"अप्रयत्न",3821,"प्रयत्न"
30379,"अप्रयास",3821,"प्रयास"
30379,"अयत्न",3821,"यत्न"
31103,"अलंघनीयता",31108,"लंघनीयता"
31103,"अलङ्घनीयता",31108,"लङ्घनीयता"
31108,"लंघनीयता",31103,"अलंघनीयता"
31108,"लङ्घनीयता",31103,"अलङ्घनीयता"
31223,"असत्यता",8187,"सत्यता"
31223,"मिथ्यता",8187,"सत्यता"
31223,"झूठापन",8187,"सच्चापन"
31223,"मिथ्यापन",8187,"सच्चापन"
31223,"अवास्तविकता",8187,"वास्तविकता"
31223,"अयतार्थता",8187,"यतार्थता"
31529,"उत्तरार्द्ध",33603,"पूर्वार्द्ध"
31529,"उत्तरार्ध",33603,"पूर्वार्ध"
31627,"दुर्भिक्ष",31696,"सुभिक्ष"
31696,"सुभिक्ष",31627,"दुर्भिक्ष"
31826,"अवियोग",12002,"वियोग"
32307,"उथलापन",10955,"गहरापन"
32307,"छिछलापन",10955,"गहरापन"
33603,"पूर्वार्द्ध",31529,"उत्तरार्द्ध"
33603,"पूर्वार्ध",31529,"उत्तरार्ध"
34920,"निचान",34921,"उँचान"
34921,"उँचान",34920,"निचान"
